epoch_idx,tr_loss,tr_acc,vl_loss,vl_acc,lr
44,0.43994973065695264,0.8130211712566005,0.5463641174220054,0.770580794771793,3.4227024433898985e-06
45,0.43683167489941505,0.8143487418025014,0.5419243881883031,0.7723112329152173,2.555133524132766e-06
46,0.43405393625622696,0.8157591607358534,0.543053939101366,0.7718896033168196,1.8767810889299075e-06
47,0.4319569333253046,0.816684467424613,0.5399398441498741,0.7743139735076069,1.3903222849333503e-06
48,0.43005408290491953,0.8175089586057515,0.5415086698958914,0.7728119180633147,1.0976769428005576e-06
49,0.42946057612312694,0.8175548745795195,0.5413021528405879,0.774243701907874,1e-06
50,0.42816514388996574,0.8182296397592406,0.5429178872891628,0.7736551772601103,1.0976769428005578e-06
51,0.4282169382730171,0.8182915265064932,0.5429125104731323,0.774103158708408,1.3903222849333452e-06
52,0.42845468409156057,0.8181707475320165,0.5416533993881378,0.7732247637117459,1.8767810889299138e-06
53,0.4295838739838798,0.8174810097521535,0.5398467822196524,0.7743666772074066,2.5551335241327563e-06
54,0.43017314494077985,0.817492987832267,0.5428798546346592,0.7730403007624469,3.4227024433898943e-06
55,0.43174911431026913,0.8166714911711568,0.5438183282022379,0.7718368996170197,4.4760639485315525e-06
56,0.43315821859551307,0.8157681442959385,0.5462544752371076,0.7719159551667194,5.711060902932025e-06
57,0.4353888007613737,0.8149236896479443,0.5462763734131225,0.7717666280172868,7.122819337828757e-06
58,0.4373772777715518,0.8141201601070042,0.5478228424696673,0.7706159305716594,8.70576768765025e-06
59,0.4400066977283418,0.8124701795713843,0.5556098593834862,0.7684111591300375,1.0453658778440085e-05
